name,total+AF8-citation,gen+AF8-citation,com+AF8-citation,copious+AF8-citation,self+AF8-citation,NGC,NCC,OC,institute,domain,hindex,i10,hindex validation,Check if hindex lesser than total citations,,,,
A3299,661,422,164,23,37,0.3616,1,1,Massachusetts Institute of Technology,Programming Languages and Software Engineering,17,22,289,TRUE,,,,
A33,122,12,77,16,8,1,0.3689,1,Indiana University,Data Science,10,6,100,TRUE,,,,
A330,537,63,233,77,40,1,0.5661,0.7691,University of Massachusetts Amhers ,Computer Architecture,11,15,121,TRUE,,,,
A3300,579,257,189,117,5,1,0.6736,1,#NAME?, Berkeley+ACI-,Computing for Development,18,18,324,TRUE,,,
A3301,678,600,72,2,0,0.115,1,1,Aarhus University,Computational +ACY- Synthetic Biology,25,25,625,TRUE,,,,
A3302,185,122,42,8,10,0.3405,1,1,#NAME?, Berkeley  +ACI-,Programming Languages and Software Engineering,8,3,64,TRUE,,,
A3303,154,34,65,23,0,1,0.5779,0.7922,Washington University in St. Louis,Programming Languages and Software Engineering,9,5,81,TRUE,,,,
A3304,954,459,394,100,0,1,0.587,1,#NAME?, Berkeley  +ACI-,Wireless and Sensor Systems,16,21,256,TRUE,,,
A3305,24,3,7,11,0,1,0.7083,0.875,#NAME?, Irvine +ACI-,Computing for Development,3,0,9,TRUE,,,
A3306,877,77,721,76,2,1,0.1779,1,#NAME?, Berkeley+ACI-,Systems and Networking,14,24,196,TRUE,,,
A3307,794,717,50,16,3,0.097,1,1,#NAME?, Berkeley+ACI-,Programming Languages and Software Engineering,17,26,289,TRUE,,,
A3308,37,22,8,1,1,0.4054,1,0.8649,University of Massachusetts Amhers ,Natural Language Processing,3,1,9,TRUE,,,,
A3309,164,121,39,2,1,0.2622,1,1, The University of Chicago,Wireless and Sensor Systems,9,3,81,TRUE,,,,
A331,148,58,15,2,67,1,1,1,#NAME?, Berkeley+ACI-,#NAME?, Vision, Animation, and Game Science+ACI-,9,4,81,TRUE
A3310,72,17,47,4,3,1,0.3472,1,#NAME?, Los Angeles+ACI-,Computing for Development,7,2,49,TRUE,,,
A3311,299,129,169,0,0,1,0.4348,1,#NAME?, San Diego+ACI-,Data Management and Visualization,14,15,196,TRUE,,,
A3312,662,629,32,0,0,0.0498,1,1,The University of Chicago,Systems and Networking,17,18,289,TRUE,,,,
A3313,228,66,21,133,4,1,1,1,The George Washington University,Human Computer Interaction,10,5,100,TRUE,,,,
A3314,268,153,56,57,1,0.4291,1,1,Vrije Universiteit Amsterdam ,Wireless and Sensor Systems,11,12,121,TRUE,,,,
A3315,762,529,41,157,13,0.3058,1,1,Pontificia Universidad Catlica de Chile,Wireless and Sensor Systems,23,25,529,TRUE,,,,
A3316,186,162,18,4,1,0.129,1,1,University of Notre Dame,Computer Architecture,9,6,81,TRUE,,,,
A3317,860,372,31,184,224,1,1,1,Aarhus University,Computational +ACY- Synthetic Biology,28,28,784,TRUE,,,,
A3318,830,233,575,18,0,1,0.3072,1,Massachusetts Institute of Technology,Data Science,27,27,729,TRUE,,,,
A3319,255,48,56,24,44,1,1,0.6745, The University of Chicago,Data Science,13,14,169,TRUE,,,,
A332,919,717,15,139,41,0.2198,1,1,University of Massachusetts Amhers ,Security and Privacy,25,28,625,TRUE,,,,
A3320,61,12,4,32,1,1,1,0.8033,University of Auckland,Computational +ACY- Synthetic Biology,4,0,16,TRUE,,,,
A3321,295,38,211,45,0,1,0.2847,1,University of Rochester,Theory of Computation,16,16,256,TRUE,,,,
A3322,653,456,36,85,41,0.3017,1,1,University of Arizona,Human Computer Interaction,19,20,361,TRUE,,,,
A3323,408,171,95,80,20,1,1,0.8971,Stanford University,Artificial Intelligence,15,16,225,TRUE,,,,
A3324,812,529,241,40,0,0.3485,0.7032,1,#NAME?, Berkeley  +ACI-,Human Computer Interaction,21,24,441,TRUE,,,
A3325,234,101,99,16,6,1,0.5769,1,Rijksuniversiteit Groningen,Artificial Intelligence,11,11,121,TRUE,,,,
A3326,16,7,4,1,2,1,0.75,0.875,University of Washington,Theory of Computation,2,1,4,TRUE,,,,
A3327,686,90,484,16,48,1,0.2945,1,#NAME?, San Diego+ACI-,Data Science,13,19,169,TRUE,,,
A3328,68,40,19,2,3,0.4118,0.7206,1,University of New Brunswick,Wireless and Sensor Systems,5,1,25,TRUE,,,,
A3329,556,512,35,5,3,0.0791,1,1,University of Georgia ,Human Computer Interaction,16,21,256,TRUE,,,,
A333,872,476,45,245,76,0.4541,1,1,University of Auckland,Machine Learning,23,23,529,TRUE,,,,
A3330,870,187,667,8,7,1,0.2333,1,#NAME?, Irvine +ACI-,#NAME?, Vision, Animation, and Game Science+ACI-,18,22,324,TRUE
A3331,742,727,8,1,0,0.0202,1,1,University of Iowa,#NAME?, Vision, Animation, and Game Science+ACI-,19,20,361,TRUE,
A3332,694,468,222,2,1,0.3256,0.6801,1,Flinders University of South Australia,Data Science,16,18,256,TRUE,,,,
A3333,720,85,414,31,179,1,0.425,1,University of New Brunswick,Theory of Computation,20,20,400,TRUE,,,,
A3334,518,503,11,0,1,0.029,1,1,Washington University in St. Louis,Data Science,19,20,361,TRUE,,,,
A3335,7,2,3,1,0,1,0.5714,0.8571,#NAME?, Los Angeles+ACI-,Natural Language Processing,1,0,1,TRUE,,,
A3336,876,550,154,122,15,0.3721,1,1,Massachusetts Institute of Technology,Computational +ACY- Synthetic Biology,24,25,576,TRUE,,,,
A3337,208,125,33,10,37,0.399,1,1,University of Pittsburgh  ,Molecular Information Systems,8,6,64,TRUE,,,,
A3338,529,491,8,19,9,0.0718,1,1,Oregon State University,Data Management and Visualization,16,16,256,TRUE,,,,
A3339,79,36,37,4,0,1,0.5316,1,Pontificia Universidad Catlica de Chile,Machine Learning,5,0,25,TRUE,,,,
A334,767,5,585,113,51,1,0.2373,1,Pontificia Universidad Catlica de Chile,Computational +ACY- Synthetic Biology,17,24,289,TRUE,,,,
A3340,345,318,13,13,0,0.0783,1,1,University of Pittsburgh  ,Theory of Computation,11,14,121,TRUE,,,,
A3341,124,45,35,13,25,1,0.7177,1,Stanford University,Security and Privacy,7,2,49,TRUE,,,,
A3342,429,346,65,14,0,0.1935,1,1,Rijksuniversiteit Groningen,Computational +ACY- Synthetic Biology,12,12,144,TRUE,,,,
A3343,960,832,99,15,7,0.1333,1,1,Massachusetts Institute of Technology,Artificial Intelligence,29,29,841,TRUE,,,,
A3344,712,605,93,5,6,0.1503,1,1,Cornell University,Theory of Computation,25,25,625,TRUE,,,,
A3345,991,513,303,25,80,0.4823,0.6942,0.9294,#NAME?, Berkeley  +ACI-,Programming Languages and Software Engineering,16,29,256,TRUE,,,
A3346,997,762,137,24,56,0.2357,1,1,Flinders University of South Australia,Security and Privacy,27,29,729,TRUE,,,,
A3347,637,74,220,56,215,1,0.6546,0.887,Vrije Universiteit Amsterdam ,Data Science,14,24,196,TRUE,,,,
A3348,39,11,11,3,8,1,0.7179,0.8462,University of Rochester,Computational +ACY- Synthetic Biology,4,0,16,TRUE,,,,
A3349,242,202,22,3,14,0.1653,1,1,Massachusetts Institute of Technology,Machine Learning,10,5,100,TRUE,,,,
A335,278,265,0,12,0,0.0468,1,1,University of Iowa,Computational +ACY- Synthetic Biology,14,15,196,TRUE,,,,
A3350,655,183,340,99,12,1,0.4809,1,Pontificia Universidad Catlica de Chile,Machine Learning,21,24,441,TRUE,,,,
A3351,142,27,59,22,7,1,0.5845,0.8099,Wesleyan University,Programming Languages and Software Engineering,7,0,49,TRUE,,,,
A3352,700,423,46,230,0,0.3957,1,1,Pontificia Universidad Catlica de Chile,Human Computer Interaction,16,23,256,TRUE,,,,
A3353,13,5,1,0,2,1,1,0.6154,Aarhus University,Artificial Intelligence,1,0,1,TRUE,,,,
A3354,474,422,39,9,2,0.1097,1,1,#NAME?, Berkeley+ACI-,Systems and Networking,19,19,361,TRUE,,,
A3355,118,13,37,6,0,1,0.6864,0.4746,University of Rochester,Computational +ACY- Synthetic Biology,7,6,49,TRUE,,,,
A3356,110,98,5,2,1,0.1091,1,1,#NAME?, Berkeley+ACI-,Security and Privacy,5,2,25,TRUE,,,
A3357,30,13,10,3,0,1,0.6667,0.8667,#NAME?, Riverside+ACI-,Data Science,2,1,4,TRUE,,,
A3358,328,277,26,4,7,0.1555,1,1,University Aix+AC0-Marseille,Machine Learning,17,17,289,TRUE,,,,
A3359,367,108,200,11,36,1,0.455,1,Pontificia Universidad Catlica de Chile,Computational +ACY- Synthetic Biology,11,17,121,TRUE,,,,
A336,377,89,118,164,5,1,0.687,1,Stanford University,#NAME?, Vision, Animation, and Game Science+ACI-,17,18,289,TRUE,
A3360,151,22,34,89,1,1,1,1,The University of Chicago,Computational +ACY- Synthetic Biology,9,4,81,TRUE,,,,
A3361,322,309,1,11,0,0.0404,1,1,Massachusetts Institute of Technology ,Data Science,15,16,225,TRUE,,,,
A3362,316,292,5,7,8,0.0759,1,1,Washington University in St. Louis  ,Computer Architecture,11,12,121,TRUE,,,,
A3363,503,439,13,24,1,0.1272,1,1,University of Massachusetts Amhers ,Computing for Development,13,17,169,TRUE,,,,
A3364,723,370,268,40,44,0.4882,0.6293,1,#NAME?, Irvine +ACI-,Computational +ACY- Synthetic Biology,21,24,441,TRUE,,,
A3365,403,98,117,91,14,1,0.7097,0.794,#NAME?, Berkeley  +ACI-,Computer Architecture,11,15,121,TRUE,,,
A3366,168,156,2,3,2,0.0714,1,1,University of Arizona,Wireless and Sensor Systems,7,1,49,TRUE,,,,
A3367,510,26,401,80,0,1,0.2137,1,Cornell University,Systems and Networking,12,21,144,TRUE,,,,
A3368,227,115,9,46,49,0.4934,1,1,University of Washington,Human Computer Interaction,11,12,121,TRUE,,,,
A3369,617,14,13,123,185,1,1,0.5429,#NAME?, Riverside+ACI-,Molecular Information Systems,20,20,400,TRUE,,,
A337,95,74,18,0,0,0.2211,1,1, The University of Chicago,Computational +ACY- Synthetic Biology,8,1,64,TRUE,,,,
A3370,19,8,2,8,0,1,1,1,University of New Brunswick,Artificial Intelligence,2,1,4,TRUE,,,,
A3371,765,740,11,0,0,0.0327,1,1, The University of Chicago,Programming Languages and Software Engineering,26,26,676,TRUE,,,,
A3372,804,463,108,54,144,0.4241,1,1,#NAME?, Berkeley+ACI-,Systems and Networking,21,23,441,TRUE,,,
A3373,796,573,97,10,12,0.2802,1,0.8693,Washington University in St. Louis,Systems and Networking,21,24,441,TRUE,,,,
A3374,645,511,25,48,25,0.2078,1,1,#NAME?, San Diego+ACI-,Computational +ACY- Synthetic Biology,18,24,324,TRUE,,,
A3375,64,56,0,0,6,0.125,1,1,University of New Brunswick,Security and Privacy,4,1,16,TRUE,,,,
A3376,914,908,5,0,0,0.0066,1,1,University of Washington,Data Management and Visualization,26,27,676,TRUE,,,,
A3377,777,246,470,58,0,1,0.3951,1,Massachusetts Institute of Technology,Theory of Computation,18,18,324,TRUE,,,,
A3378,690,658,20,2,2,0.0464,1,1,Washington University in St. Louis,Natural Language Processing,21,23,441,TRUE,,,,
A3379,187,90,60,31,2,1,0.6791,1,Washington University in St. Louis  ,Data Management and Visualization,10,1,100,TRUE,,,,
A338,220,97,41,3,77,1,1,1,University of Georgia ,Computational +ACY- Synthetic Biology,11,12,121,TRUE,,,,
A3380,379,374,2,0,0,0.0132,1,1,University of Arizona,Systems and Networking,18,18,324,TRUE,,,,
A3381,764,252,237,134,18,1,0.6898,0.839,University of Toronto,Machine Learning,23,23,529,TRUE,,,,
A3382,751,97,272,321,5,1,0.6378,1,Northwestern University,Computer Architecture,17,20,289,TRUE,,,,
A3383,890,160,376,168,32,1,0.5775,0.827,Stanford University,Computer Architecture,17,20,289,TRUE,,,,
A3384,491,294,89,69,6,0.4012,1,1,#NAME?, Riverside+ACI-,Computational +ACY- Synthetic Biology,17,21,289,TRUE,,,
A3385,949,498,216,221,1,0.4752,1,1,#NAME?, Los Angeles+ACI-,Computer Architecture,25,26,625,TRUE,,,
A3386,825,397,219,5,56,1,0.7345,0.8206,#NAME?, Riverside+ACI-,Natural Language Processing,18,21,324,TRUE,,,
A3387,954,265,129,550,9,1,1,1,University Aix+AC0-Marseille,Systems and Networking,19,29,361,TRUE,,,,
A3388,985,444,389,145,4,1,0.6051,1,University of Rochester,#NAME?, Vision, Animation, and Game Science+ACI-,24,30,576,TRUE,
A3389,178,48,93,36,0,1,0.4775,1,University of Arizona,Artificial Intelligence,7,3,49,TRUE,,,,
A339,912,813,77,2,7,0.1086,1,1,#NAME?, Irvine +ACI-,Data Science,19,26,361,TRUE,,,
A3390,550,216,225,22,71,1,0.5909,1,University of Auckland,Machine Learning,20,21,400,TRUE,,,,
A3391,162,27,0,6,51,1,1,0.5185,#NAME?, Berkeley+ACI-,Artificial Intelligence,10,6,100,TRUE,,,
A3392,79,78,0,0,0,0.0127,1,1,Vrije Universiteit Amsterdam ,Artificial Intelligence,6,0,36,TRUE,,,,
A3393,755,644,23,4,12,0.147,1,0.9046,#NAME?, Berkeley+ACI-,Machine Learning,15,17,225,TRUE,,,
A3394,571,33,461,6,49,1,0.1926,1,Washington University in St. Louis,Systems and Networking,11,15,121,TRUE,,,,
A3395,650,200,254,43,88,1,0.6092,0.9,#NAME?, Berkeley  +ACI-,Wireless and Sensor Systems,21,22,441,TRUE,,,
A3396,387,85,300,0,0,1,0.2248,1,University of Georgia ,Security and Privacy,17,17,289,TRUE,,,,
A3397,826,233,329,159,50,1,0.6017,1,University of Oxford,Computing for Development,17,25,289,TRUE,,,,
A3398,863,479,280,40,44,0.445,0.6756,1,Indiana University,Systems and Networking,24,27,576,TRUE,,,,
A3399,573,369,193,9,1,0.356,0.6632,1,University of Pittsburgh  ,Computational +ACY- Synthetic Biology,16,21,256,TRUE,,,,
A34,648,639,5,3,0,0.0139,1,1,Washington University in St. Louis  ,Ubiquitous Computing,24,24,576,TRUE,,,,
A340,952,118,473,104,53,1,0.5032,0.7857,University of Oxford,Human Computer Interaction,19,22,361,TRUE,,,,
A3400,866,665,60,64,22,0.2321,1,1,Tel Aviv University,Computational +ACY- Synthetic Biology,21,22,441,TRUE,,,,
A3401,747,615,106,16,7,0.1767,1,1,Vrije Universiteit Amsterdam ,Computer Architecture,15,19,225,TRUE,,,,
A3402,860,588,2,186,18,0.3163,1,0.9233,#NAME?, Berkeley+ACI-,Computing for Development,18,26,324,TRUE,,,
A3403,991,384,364,59,67,1,0.6327,0.8819,University of Auckland,Human Computer Interaction,29,30,841,TRUE,,,,
A3404,949,678,182,87,1,0.2856,1,1,Washington University in St. Louis,Human Computer Interaction,25,27,625,TRUE,,,,
A3405,879,5,138,735,0,1,1,1,#NAME?, Irvine +ACI-,Human Computer Interaction,18,26,324,TRUE,,,
A3406,819,338,176,25,148,1,1,0.8388,University Aix+AC0-Marseille,Data Management and Visualization,19,23,361,TRUE,,,,
A3407,515,295,46,67,84,0.4272,1,1,#NAME?, Berkeley  +ACI-,Computer Architecture,21,21,441,TRUE,,,
A3408,341,24,228,67,7,1,0.3314,1,Vrije Universiteit Amsterdam ,Human Computer Interaction,15,16,225,TRUE,,,,
A3409,43,39,2,0,0,0.093,1,1,University of Iowa,Data Science,3,0,9,TRUE,,,,
A341,129,49,7,16,48,1,1,0.9302,Massachusetts Institute of Technology,Programming Languages and Software Engineering,5,3,25,TRUE,,,,
A3410,694,272,224,53,107,1,0.6772,1,Pontificia Universidad Catlica de Chile,Data Science,18,20,324,TRUE,,,,
A3411,902,3,195,422,87,1,1,0.7838, The University of Chicago,Computational +ACY- Synthetic Biology,19,28,361,TRUE,,,,
A3412,625,606,2,14,1,0.0304,1,1,University Aix+AC0-Marseille,Data Science,20,24,400,TRUE,,,,
A3413,197,131,32,15,15,0.335,1,1,University of Washington,Theory of Computation,13,13,169,TRUE,,,,
A3414,95,67,21,2,1,0.2947,1,1,Flinders University of South Australia,Ubiquitous Computing,6,0,36,TRUE,,,,
A3415,684,365,33,207,41,0.4664,1,1,#NAME?, Berkeley+ACI-,Ubiquitous Computing,13,22,169,TRUE,,,
A3416,885,537,222,25,84,0.3932,0.7492,1,#NAME?, Berkeley+ACI-,Ubiquitous Computing,15,19,225,TRUE,,,
A3417,915,640,229,18,9,0.3005,0.7497,1,University of Notre Dame,Computational +ACY- Synthetic Biology,26,26,676,TRUE,,,,
A3418,565,459,38,33,20,0.1876,1,1,Aarhus University,Programming Languages and Software Engineering,19,20,361,TRUE,,,,
A3419,28,27,0,0,0,0.0357,1,1,#NAME?, Los Angeles+ACI-,Computer Architecture,4,1,16,TRUE,,,
A342,884,668,63,70,11,0.2443,1,0.9186,University of Oxford,Data Management and Visualization,19,25,361,TRUE,,,,
A3420,801,497,115,162,14,0.3795,1,1,University of Massachusetts Amhers ,Artificial Intelligence,19,21,361,TRUE,,,,
A3421,327,284,28,2,3,0.1315,1,1,Indiana University,Data Management and Visualization,12,14,144,TRUE,,,,
A3422,766,177,579,7,1,1,0.2441,1,Oregon State University,Computer Architecture,18,24,324,TRUE,,,,
A3423,845,527,48,5,50,0.3763,1,0.7456,Aarhus University,Human Computer Interaction,20,25,400,TRUE,,,,
A3424,305,34,195,49,6,1,0.3607,0.9311, The University of Chicago,Machine Learning,9,8,81,TRUE,,,,
A3425,690,474,211,1,1,0.313,0.6942,1,University of Washington,Ubiquitous Computing,19,23,361,TRUE,,,,
A3426,961,375,216,246,80,1,1,1,Aarhus University,Data Management and Visualization,28,28,784,TRUE,,,,
A3427,144,3,66,15,30,1,0.5417,0.7917,University of Oxford,Artificial Intelligence,7,5,49,TRUE,,,,
A3428,645,565,46,20,7,0.124,1,1,Indiana University,Computing for Development,13,18,169,TRUE,,,,
A3429,309,167,111,30,0,0.4595,0.6408,1,University of Auckland,Security and Privacy,11,12,121,TRUE,,,,
A343,380,311,1,21,45,0.1816,1,1,University of Oxford,Computational +ACY- Synthetic Biology,12,18,144,TRUE,,,,
A3430,22,5,6,6,2,1,0.7273,0.8636,Tel Aviv University,#NAME?, Vision, Animation, and Game Science+ACI-,3,1,9,TRUE,
A3431,448,77,62,2,131,1,1,0.6071,Rijksuniversiteit Groningen,Systems and Networking,16,19,256,TRUE,,,,
A3432,259,32,135,89,1,1,0.4788,1,Cornell University,Natural Language Processing,11,13,121,TRUE,,,,
A3433,660,524,76,30,2,0.2061,1,1,Washington University in St. Louis,Human Computer Interaction,24,24,576,TRUE,,,,
A3434,462,364,2,20,53,0.2121,1,1,Rijksuniversiteit Groningen,Computational +ACY- Synthetic Biology,19,19,361,TRUE,,,,
A3435,868,432,25,349,41,0.5023,1,1,#NAME?, Los Angeles+ACI-,Data Science,25,27,625,TRUE,,,
A3436,62,34,25,1,0,0.4516,0.5968,1,Northwestern University,Computing for Development,3,0,9,TRUE,,,,
A3437,326,229,34,55,3,0.2975,1,1,Tel Aviv University,Natural Language Processing,12,17,144,TRUE,,,,
A3438,989,340,82,424,68,1,1,0.9242,The University of Chicago,Human Computer Interaction,30,30,900,TRUE,,,,
A3439,899,696,50,122,20,0.2258,1,1,Aarhus University,Security and Privacy,15,16,225,TRUE,,,,
A344,726,603,47,25,7,0.1694,1,1,#NAME?, San Diego+ACI-,Theory of Computation,17,24,289,TRUE,,,
A3440,446,196,247,2,0,1,0.4462,1,Cornell University,Data Management and Visualization,16,18,256,TRUE,,,,
A3441,393,126,161,79,14,1,0.5903,1,University of Oxford,Molecular Information Systems,9,4,81,TRUE,,,,
A3442,599,187,366,40,0,1,0.389,1,Cornell University,Security and Privacy,13,23,169,TRUE,,,,
A3443,609,479,83,0,18,0.2135,1,1,Tel Aviv University,Machine Learning,21,21,441,TRUE,,,,
A3444,86,47,22,8,3,0.4535,0.7442,0.9302,#NAME?, Berkeley+ACI-,Wireless and Sensor Systems,7,2,49,TRUE,,,
A3445,661,597,1,26,26,0.0968,1,1,#NAME?, Los Angeles+ACI-,Computer Architecture,23,24,529,TRUE,,,
A3446,527,354,58,84,17,0.3283,1,1,Vrije Universiteit Amsterdam ,Programming Languages and Software Engineering,11,18,121,TRUE,,,,
A3447,389,72,264,19,3,1,0.3213,0.9203,Tel Aviv University,Security and Privacy,11,11,121,TRUE,,,,
A3448,446,138,101,204,2,1,1,1,Massachusetts Institute of Technology,Computer Architecture,10,5,100,TRUE,,,,
A3449,699,499,84,103,11,0.2861,1,1,Massachusetts Institute of Technology,Artificial Intelligence,21,23,441,TRUE,,,,
A345,554,257,255,29,12,1,0.5397,1,Washington University in St. Louis  ,Natural Language Processing,21,21,441,TRUE,,,,
A3450,813,508,105,115,19,0.3752,1,0.9188,Flinders University of South Australia,Computing for Development,16,20,256,TRUE,,,,
A3451,882,728,139,11,1,0.1746,1,1,Wesleyan University,Machine Learning,23,25,529,TRUE,,,,
A3452,807,413,295,18,60,0.4882,0.6344,1,#NAME?, Berkeley+ACI-,Natural Language Processing,27,27,729,TRUE,,,
A3453,140,81,12,7,2,0.4214,1,0.7286,University of New Brunswick,Machine Learning,7,0,49,TRUE,,,,
A3454,193,53,74,9,35,1,0.6166,0.886,The George Washington University,Data Management and Visualization,7,4,49,TRUE,,,,
A3455,117,113,0,0,0,0.0342,1,1,#NAME?, Irvine +ACI-,Computing for Development,5,0,25,TRUE,,,
A3456,918,137,365,315,35,1,0.6024,0.9281,University of Georgia ,Computational +ACY- Synthetic Biology,19,21,361,TRUE,,,,
A3457,474,56,338,31,25,1,0.2869,1,University of Notre Dame,Computational +ACY- Synthetic Biology,15,17,225,TRUE,,,,
A3458,598,485,56,35,16,0.189,1,1,Cornell University,Programming Languages and Software Engineering,17,22,289,TRUE,,,,
A3459,772,455,164,100,6,0.4106,1,1,Stanford University,Security and Privacy,25,26,625,TRUE,,,,
A346,651,3,365,86,31,1,0.4393,0.745,Massachusetts Institute of Technology ,Theory of Computation,21,22,441,TRUE,,,,
A3460,442,72,260,0,63,1,0.4118,0.8937,Aarhus University,#NAME?, Vision, Animation, and Game Science+ACI-,10,2,100,TRUE,
A3461,352,166,64,35,41,1,1,0.8693,University of Auckland,#NAME?, Vision, Animation, and Game Science+ACI-,17,17,289,TRUE,
A3462,377,54,107,121,33,1,0.7162,0.8355,Massachusetts Institute of Technology ,Data Science,15,17,225,TRUE,,,,
A3463,608,36,379,89,82,1,0.3766,1,Tel Aviv University,Systems and Networking,14,22,196,TRUE,,,,
A3464,542,192,342,5,2,1,0.369,1,University of Toronto,Computational +ACY- Synthetic Biology,22,22,484,TRUE,,,,
A3465,744,429,208,59,6,0.4234,0.7204,1,Boston University Graduate School,Natural Language Processing,25,26,625,TRUE,,,,
A3466,921,363,493,46,8,1,0.4647,1,Flinders University of South Australia,Programming Languages and Software Engineering,18,21,324,TRUE,,,,
A3467,664,107,462,30,14,1,0.3042,0.9232,Rijksuniversiteit Groningen,Security and Privacy,14,19,196,TRUE,,,,
